Title                                                                                                - Score - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Xiong Chumo Zhi: Conglin Zongdongyuan                                                                - 4.11  - 104 episode(s)     - 13 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/32819
Xiong Chumo Zhi: Dongri Le Fantian                                                                   - 4.33  - 52 episode(s)      - 13 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/32821
Xiong Chumo Zhi: Guonian                                                                             - 3.50  - 1 episode(s)       - 1 hr. 8 min.          - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37097
Xiong Chumo Zhi: Huanqiu Da Maoxian                                                                  - 4.10  - 104 episode(s)     - 13 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/32818
Xiong Chumo Zhi: Nianhuo                                                                             - 3.50  - 1 episode(s)       - 51 min.               - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37098
Xiong Chumo Zhi: Qihuan Kongjian                                                                     - 4.00  - 1 episode(s)       - 1 hr. 30 min.         - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37100
Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan                                                                - 3.43  - 52 episode(s)      - 13 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/34677
Xiong Chumo Zhi: Tanxian Riji                                                                        - 6.00  - 52 episode(s)      - 13 min. per ep.       - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37102
Xiong Chumo Zhi: Xiari Lianlian Kan                                                                  - 2.50  - 52 episode(s)      - 13 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/34676
Xiong Chumo Zhi: Xiong Zin Guilai                                                                    - 3.50  - 1 episode(s)       - 1 hr. 38 min.         - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37099
Xiong Chumo Zhi: Xiongxiong Leyuan                                                                   - 3.67  - 52 episode(s)      - 10 min. per ep.       - Adventure, Comedy, Kids                                                                                                                                        - https://myanimelist.net/anime/37101
Xiong Chumo Zhi: Xue Ling Xiong Feng                                                                 - 4.75  - 1 episode(s)       - 1 hr. 36 min.         - Adventure, Comedy                                                                                                                                              - https://myanimelist.net/anime/32809
Xiong Chumo                                                                                          - 4.50  - 104 episode(s)     - 13 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/32807
Xiyouji zhi Dasheng Guilai                                                                           - 7.02  - 1 episode(s)       - 1 hr. 34 min.         - Adventure, Historical, Supernatural, Martial Arts, Fantasy                                                                                                     - https://myanimelist.net/anime/32534
Xue Haizi                                                                                            - 5.68  - 1 episode(s)       - 20 min.               - Kids, Fantasy                                                                                                                                                  - https://myanimelist.net/anime/31348
YAT Anshin! Uchuu Ryokou 2                                                                           - 7.03  - 25 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/1892
YAT Anshin! Uchuu Ryokou                                                                             - 7.19  - 50 episode(s)      - 25 min. per ep.       - Adventure, Comedy, Sci-Fi, Shounen                                                                                                                             - https://myanimelist.net/anime/1891
Yadokari                                                                                             - 3.79  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36669
Yadosagashi                                                                                          - 6.67  - 1 episode(s)       - 12 min.               - Adventure, Fantasy, Kids, Slice of Life                                                                                                                        - https://myanimelist.net/anime/3570
Yaiyai Mori no Comic                                                                                 - 5.33  - 15 episode(s)      - 3 min. per ep.        - Comedy, Parody                                                                                                                                                 - https://myanimelist.net/anime/34918
Yakusoku (ONA)                                                                                       - 6.79  - 1 episode(s)       - 6 min.                - Drama, Music                                                                                                                                                   - https://myanimelist.net/anime/21065
Yamato 2520                                                                                          - 6.00  - 3 episode(s)       - 57 min. per ep.       - Action, Military, Sci-Fi, Adventure                                                                                                                            - https://myanimelist.net/anime/6718
Yamato yo Towa ni                                                                                    - 6.79  - 1 episode(s)       - 2 hr. 30 min.         - Action, Military, Sci-Fi, Adventure, Space, Drama                                                                                                              - https://myanimelist.net/anime/3069
Yami Shibai 2                                                                                        - 6.55  - 13 episode(s)      - 4 min. per ep.        - Dementia, Horror, Supernatural                                                                                                                                 - https://myanimelist.net/anime/22537
Yami Shibai 3                                                                                        - 6.30  - 13 episode(s)      - 4 min. per ep.        - Dementia, Horror, Supernatural                                                                                                                                 - https://myanimelist.net/anime/31994
Yami Shibai 4                                                                                        - 5.60  - 13 episode(s)      - 4 min. per ep.        - Dementia, Horror, Supernatural                                                                                                                                 - https://myanimelist.net/anime/34467
Yami Shibai 5                                                                                        - 6.20  - 13 episode(s)      - 4 min. per ep.        - Dementia, Horror, Supernatural                                                                                                                                 - https://myanimelist.net/anime/35714
Yami Shibai                                                                                          - 7.19  - 13 episode(s)      - 4 min. per ep.        - Dementia, Horror, Demons, Supernatural                                                                                                                         - https://myanimelist.net/anime/19383
Yami no Kioku, Yume no Inei                                                                          - 4.25  - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/22159
Yami wo Mitsumeru Hane                                                                               - 5.02  - 1 episode(s)       - 17 min.               - Dementia                                                                                                                                                       - https://myanimelist.net/anime/7810
YanYan Machiko Specials                                                                              - 3.33  - 5 episode(s)       - Unknown               - Music, Slice of Life, Comedy                                                                                                                                   - https://myanimelist.net/anime/32916
Yanesenondo                                                                                          - 5.20  - 1 episode(s)       - 1 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/32642
Yankee Hamster                                                                                       - 7.11  - Unknown episode(s) - 2 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/35011
Yans! Gans! Meat or Die Episode 0                                                                    - 2.92  - 1 episode(s)       - 1 min.                - Adventure, Comedy                                                                                                                                              - https://myanimelist.net/anime/33927
Yasamura Yasashi no Yasashii Sekai                                                                   - 4.40  - 16 episode(s)      - 30 sec. per ep.       - Comedy                                                                                                                                                         - https://myanimelist.net/anime/33933
Yasashi-sa no Tamatebako                                                                             - 3.71  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36388
Yasashii Kaze                                                                                        - 4.00  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36387
Yasashii Kinyoubi                                                                                    - 3.84  - 1 episode(s)       - 3 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/22157
Yaseruyagi                                                                                           - 4.07  - 1 episode(s)       - 37 sec.               -                                                                                                                                                                - https://myanimelist.net/anime/32644
Yawarakame♥                                                                                          - 4.20  - 26 episode(s)      - 2 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/7646
Yellow                                                                                               - 5.11  - 1 episode(s)       - 9 min.                - Psychological                                                                                                                                                  - https://myanimelist.net/anime/29904
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday                                         - 7.43  - 1 episode(s)       - 1 hr. 15 min.         - Fantasy, Kids, Magic, Romance, Shoujo, Super Power                                                                                                             - https://myanimelist.net/anime/4703
Yes! Precure 5 GoGo!                                                                                 - 7.27  - 48 episode(s)      - 24 min. per ep.       - Action, Magic, Fantasy, School, Shoujo                                                                                                                         - https://myanimelist.net/anime/3692
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!                                           - 7.42  - 1 episode(s)       - 1 hr. 10 min.         - Fantasy, Music, Romance, Shoujo                                                                                                                                - https://myanimelist.net/anime/3051
Yes! Precure 5                                                                                       - 7.27  - 49 episode(s)      - 24 min. per ep.       - Action, Fantasy, Magic, School, Shoujo                                                                                                                         - https://myanimelist.net/anime/1932
Yi Wan Nian Yi Hou                                                                                   - 5.32  - 1 episode(s)       - 1 hr. 36 min.         - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/35432
Ying Xiong Bie Nao                                                                                   - 6.38  - 13 episode(s)      - 12 min. per ep.       - Action, Fantasy                                                                                                                                                - https://myanimelist.net/anime/33764
Ylion to Callysia                                                                                    - 9.00  - 1 episode(s)       - 8 min.                - Action, Fantasy                                                                                                                                                - https://myanimelist.net/anime/35594
Yo! Daitouryou Trap-kun                                                                              - 4.56  - 2 episode(s)       - 44 sec. per ep.       - Comedy, Parody                                                                                                                                                 - https://myanimelist.net/anime/35448
Yoake Tsugeru Lu no Uta                                                                              - 7.54  - 1 episode(s)       - 1 hr. 57 min.         - Adventure, Music, Fantasy                                                                                                                                      - https://myanimelist.net/anime/34792
Yodel no Onna                                                                                        - 5.63  - Unknown episode(s) - 30 sec.               - Music, Comedy                                                                                                                                                  - https://myanimelist.net/anime/36409
Yomigaeru Sora Pilot                                                                                 - 6.23  - 1 episode(s)       - 3 min.                - Action, Military, Seinen                                                                                                                                       - https://myanimelist.net/anime/24527
Yomigaeru Sora: Rescue Wings Special                                                                 - 7.04  - 1 episode(s)       - 22 min.               - Drama, Military, Seinen                                                                                                                                        - https://myanimelist.net/anime/1843
Yomigaeru Sora: Rescue Wings                                                                         - 7.50  - 12 episode(s)      - 23 min. per ep.       - Drama, Military, Seinen                                                                                                                                        - https://myanimelist.net/anime/798
Yong Zhe Da Mao Xian 2nd Season                                                                      - 7.33  - 26 episode(s)      - 15 min. per ep.       - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/33763
Yong Zhe Da Mao Xian                                                                                 - 7.80  - 26 episode(s)      - 13 min. per ep.       - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/33762
Yoru no Okite                                                                                        - 4.32  - 1 episode(s)       - 4 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/7811
Yoshida no Matsue Beauty Daisakusen Prologue                                                         - 4.32  - 1 episode(s)       - 2 min.                - Comedy, Parody                                                                                                                                                 - https://myanimelist.net/anime/35143
Yoshida no Matsue Beauty Daisakusen                                                                  - 7.13  - Unknown episode(s) - 5 min.                - Comedy, Parody                                                                                                                                                 - https://myanimelist.net/anime/35142
Yoshino no Hime                                                                                      - 5.91  - 1 episode(s)       - 8 min.                - Comedy, Fantasy, Historical, Slice of Life                                                                                                                     - https://myanimelist.net/anime/4660
Youkai Ningen Bem                                                                                    - 6.27  - 26 episode(s)      - 25 min. per ep.       - Horror, Demons                                                                                                                                                 - https://myanimelist.net/anime/4044
Youkoso! Ecolo Shima                                                                                 - 7.25  - 1 episode(s)       - 17 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/35279
Youkou no Ken                                                                                        - 6.35  - 2 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Hentai                                                                                                                                      - https://myanimelist.net/anime/2021
Yousei Florence                                                                                      - 6.82  - 1 episode(s)       - 1 hr. 31 min.         - Adventure, Fantasy, Music                                                                                                                                      - https://myanimelist.net/anime/4943
Yousei Hime Ren                                                                                      - 6.28  - 2 episode(s)       - 30 min. per ep.       - Adventure, Comedy, Fantasy                                                                                                                                     - https://myanimelist.net/anime/1630
Yowai Robot to 10 no Story Project                                                                   - 5.17  - 2 episode(s)       - 1 min. per ep.        - Kids                                                                                                                                                           - https://myanimelist.net/anime/34935
Yowamushi Chinsengumi                                                                                - 5.70  - 1 episode(s)       - 5 min.                - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/24981
Yowamushi Monsters                                                                                   - 5.57  - Unknown episode(s) - 1 min.                - Kids                                                                                                                                                           - https://myanimelist.net/anime/30119
Yubi wo Nusunda Onna                                                                                 - 5.49  - 1 episode(s)       - 4 min.                -                                                                                                                                                                - https://myanimelist.net/anime/30862
Yuhuwa Chingudeul                                                                                    - N/A   - 26 episode(s)      - 23 min. per ep.       - Kids                                                                                                                                                           - https://myanimelist.net/anime/36167
Yukai na Animal Bus 2nd Season                                                                       - 1.00  - 12 episode(s)      - 1 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/35385
Yukai na Animal Bus                                                                                  - 5.67  - 12 episode(s)      - 1 min. per ep.        - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/34794
Yukai na Mezamashi Tokei                                                                             - 3.14  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36389
Yuki Daruman no Fuyumichi Koutsuu Anzen                                                              - N/A   - 1 episode(s)       - 11 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/35166
Yuki Matsuri                                                                                         - 4.56  - 1 episode(s)       - 2 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/37075
Yuki Terai                                                                                           - 5.88  - 6 episode(s)       - 6 min. per ep.        - Music                                                                                                                                                          - https://myanimelist.net/anime/6412
Yukidaruma                                                                                           - 5.78  - 1 episode(s)       - Unknown               - Fantasy, Historical                                                                                                                                            - https://myanimelist.net/anime/30957
Yukidoke                                                                                             - 4.07  - 1 episode(s)       - 6 min.                - Dementia, Horror                                                                                                                                               - https://myanimelist.net/anime/23057
Yukiyo Ichiya Monogatari                                                                             - 5.86  - 3 episode(s)       - 15 min. per ep.       - Hentai, Historical                                                                                                                                             - https://myanimelist.net/anime/4558
Yume 10 Yoru                                                                                         - 3.55  - 1 episode(s)       - 6 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/22173
Yume Hakonda Randoseru                                                                               - 3.41  - 1 episode(s)       - 2 min.                - Music, Slice of Life                                                                                                                                           - https://myanimelist.net/anime/35525
Yume Utsutsu                                                                                         - 4.33  - 1 episode(s)       - 3 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/30213
Yume ga Sameru made                                                                                  - 7.18  - 1 episode(s)       - 1 min.                - Drama                                                                                                                                                          - https://myanimelist.net/anime/35932
Yume no Hoshi no Button Nose                                                                         - 6.59  - 26 episode(s)      - 25 min. per ep.       - Kids, Adventure                                                                                                                                                - https://myanimelist.net/anime/3812
Yume no Tochuu de                                                                                    - 5.29  - 1 episode(s)       - 4 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/37067
Yume                                                                                                 - 5.10  - 1 episode(s)       - 2 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/29932
Yumedamaya Kidan                                                                                     - 6.65  - 1 episode(s)       - 24 min.               - Drama, Fantasy                                                                                                                                                 - https://myanimelist.net/anime/3003
Yumehito: Yumejin                                                                                    - 4.43  - 1 episode(s)       - 4 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/36399
Yumemi Douji                                                                                         - 4.93  - 1 episode(s)       - 15 min.               - Drama                                                                                                                                                          - https://myanimelist.net/anime/29812
Yura Yura Suizokukan                                                                                 - 4.50  - Unknown episode(s) - Unknown               - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/35957
Yuri Kuma Arashi                                                                                     - 7.16  - 12 episode(s)      - 24 min. per ep.       - Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai                                                                                                       - https://myanimelist.net/anime/26165
Yuri!!! on Ice Movie                                                                                 - N/A   - 1 episode(s)       - Unknown               - Comedy, Sports                                                                                                                                                 - https://myanimelist.net/anime/35500
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness                          - 8.13  - 1 episode(s)       - 2 min.                - Music, Sports                                                                                                                                                  - https://myanimelist.net/anime/35382
Yuri!!! on Ice                                                                                       - 8.21  - 12 episode(s)      - 23 min. per ep.       - Comedy, Sports                                                                                                                                                 - https://myanimelist.net/anime/32995
Yutori-chan                                                                                          - 6.22  - 25 episode(s)      - 4 min. per ep.        - Slice of Life, Comedy                                                                                                                                          - https://myanimelist.net/anime/7770
Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni                                   - 5.80  - 1 episode(s)       - 21 min.               - Adventure, Comedy, Supernatural                                                                                                                                - https://myanimelist.net/anime/15743
Yuugen Kaisha                                                                                        - 6.54  - 4 episode(s)       - 30 min. per ep.       - Action, Adventure, Comedy, Super Power, Supernatural, Magic                                                                                                    - https://myanimelist.net/anime/599
Yuukai Boushi Animation Eiga: Akazukin-chan Chanto Check                                             - 6.00  - 1 episode(s)       - 13 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/36271
Yuuki Aru Hotaru to Tobe Nai Hotaru                                                                  - 7.33  - 1 episode(s)       - 17 min.               - Drama                                                                                                                                                          - https://myanimelist.net/anime/35022
Yuuki Yuuna wa Yuusha de Aru: Hidamari                                                               - 7.05  - 1 episode(s)       - 24 min.               - Drama, Fantasy, Magic, Slice of Life                                                                                                                           - https://myanimelist.net/anime/36798
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou                                                         - 7.70  - 6 episode(s)       - 24 min. per ep.       - Slice of Life, Drama, Magic, Fantasy                                                                                                                           - https://myanimelist.net/anime/34445
Yuuki Yuuna wa Yuusha de Aru                                                                         - 7.48  - 12 episode(s)      - 24 min. per ep.       - Drama, Fantasy, Magic, Slice of Life                                                                                                                           - https://myanimelist.net/anime/25519
Yuusha Exkaiser                                                                                      - 6.65  - 48 episode(s)      - 24 min. per ep.       - Action, Mecha, Sci-Fi, Shounen                                                                                                                                 - https://myanimelist.net/anime/3325
Yuusha Raideen                                                                                       - 6.79  - 50 episode(s)      - 24 min. per ep.       - Action, Adventure, Mecha, Sci-Fi, Shounen                                                                                                                      - https://myanimelist.net/anime/2128
Yuusha-Ou GaoGaiGar                                                                                  - 7.93  - 49 episode(s)      - 25 min. per ep.       - Adventure, Mecha, Sci-Fi, Shounen                                                                                                                              - https://myanimelist.net/anime/890
Yuuyake Dandan                                                                                       - 5.73  - 23 episode(s)      - 1 min. per ep.        - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/30309
ZIP! x Peeping Life TV: Cool Japan Saizensen                                                         - 4.47  - 5 episode(s)       - 57 sec. per ep.       - Comedy, Slice of Life                                                                                                                                          - https://myanimelist.net/anime/32733
Zankyou no Terror                                                                                    - 8.22  - 11 episode(s)      - 22 min. per ep.       - Mystery, Psychological, Thriller                                                                                                                               - https://myanimelist.net/anime/23283
Zawazawa                                                                                             - 4.57  - 1 episode(s)       - 1 min.                -                                                                                                                                                                - https://myanimelist.net/anime/31832
Zegapain ADP                                                                                         - 6.23  - 1 episode(s)       - Unknown               - Action, Sci-Fi, Romance, Mecha                                                                                                                                 - https://myanimelist.net/anime/33048
Zegapain                                                                                             - 7.43  - 26 episode(s)      - 23 min. per ep.       - Action, Mecha, Romance, Sci-Fi                                                                                                                                 - https://myanimelist.net/anime/878
Zenmai Zamurai                                                                                       - 4.38  - 215 episode(s)     - 10 min. per ep.       - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/5821
Zenmaiji-kake no Truffe                                                                              - 4.04  - 2 episode(s)       - 1 min. per ep.        - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/34651
Zero Duel Masters                                                                                    - 6.18  - 12 episode(s)      - 23 min. per ep.       - Adventure, Comedy, Game, Sports                                                                                                                                - https://myanimelist.net/anime/4444
Zero Tester                                                                                          - 6.16  - 38 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Adventure, Mecha                                                                                                                               - https://myanimelist.net/anime/9520
Zetsumetsu Kigu Shoujo: Amazing Twins                                                                - 6.44  - 2 episode(s)       - 29 min. per ep.       - Magic, Slice of Life                                                                                                                                           - https://myanimelist.net/anime/19953
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke                                               - 7.66  - 12 episode(s)      - 24 min. per ep.       - Shounen, Supernatural                                                                                                                                          - https://myanimelist.net/anime/16005
Zettai Muteki Raijin-Oh (1992)                                                                       - 6.57  - 4 episode(s)       - 29 min. per ep.       - Sci-Fi, Mecha, Shounen                                                                                                                                         - https://myanimelist.net/anime/2028
Zettai Muteki Raijin-Oh                                                                              - 6.99  - 51 episode(s)      - 24 min. per ep.       - Adventure, Mecha, School, Sci-Fi, Shounen                                                                                                                      - https://myanimelist.net/anime/1897
Zettai Shougeki: Platonic Heart Picture Drama                                                        - 5.27  - 4 episode(s)       - 8 min. per ep.        - Action, Ecchi, Martial Arts                                                                                                                                    - https://myanimelist.net/anime/21215
Zettai Shougeki: Platonic Heart                                                                      - 4.75  - 5 episode(s)       - 30 min. per ep.       - Action, Ecchi, Martial Arts                                                                                                                                    - https://myanimelist.net/anime/5020
Zettai Shounen                                                                                       - 7.02  - 26 episode(s)      - 25 min. per ep.       - Fantasy, Drama, Mystery, Sci-Fi, Shounen                                                                                                                       - https://myanimelist.net/anime/308
Zettai Yareru Greece Shinwa                                                                          - 5.57  - 13 episode(s)      - 24 min. per ep.       - Comedy, Ecchi                                                                                                                                                  - https://myanimelist.net/anime/5234
Zhandou Wang Zhi Jufeng Zhan Hun 2                                                                   - 7.00  - 40 episode(s)      - 24 min. per ep.       - Action, Kids, Shounen                                                                                                                                          - https://myanimelist.net/anime/36425
Zhandou Wang Zhi Jufeng Zhan Hun 3                                                                   - 5.50  - 40 episode(s)      - 23 min. per ep.       - Action, Kids, Shounen                                                                                                                                          - https://myanimelist.net/anime/36427
Zhandou Wang Zhi Jufeng Zhan Hun                                                                     - 5.50  - 52 episode(s)      - 24 min. per ep.       - Action, Kids, Shounen                                                                                                                                          - https://myanimelist.net/anime/36423
Zoku Gosenzo San'e                                                                                   - 5.65  - 4 episode(s)       - 30 min. per ep.       - Hentai, Vampire                                                                                                                                                - https://myanimelist.net/anime/4561
Zombie Clay Animation: I'm Stuck!!                                                                   - 3.87  - 4 episode(s)       - 3 min. per ep.        - Comedy, Horror                                                                                                                                                 - https://myanimelist.net/anime/32557
