Title                                                                                                - Score - Year    - Num Eps            - Duration              - Genre(s)                                                                                                                      - Link
Tomodachi 8-nin                                                                                      - 4.73  - 2011    - Unknown episode(s) - 1 min.                - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/13457
Tomodachi Miitsuketa                                                                                 - 3.50  - Unknown - 1 episode(s)       - 16 min.               - Fantasy, Kids                                                                                                                 - https://myanimelist.net/anime/34188
Tomoyo                                                                                               - 4.64  - 2011    - 1 episode(s)       - 5 min.                - Music                                                                                                                         - https://myanimelist.net/anime/35534
Tonari no Onigiri-kun                                                                                - 5.09  - 2016    - Unknown episode(s) - 18 sec.               - Slice of Life                                                                                                                 - https://myanimelist.net/anime/34050
Tonari no Tokoro                                                                                     - 6.62  - 1990    - 1 episode(s)       - 32 min.               - Comedy                                                                                                                        - https://myanimelist.net/anime/9825
Tonari no Totoro                                                                                     - 8.45  - 1988    - 1 episode(s)       - 1 hr. 26 min.         - Adventure, Comedy, Supernatural                                                                                               - https://myanimelist.net/anime/523
Tonari no Yarou                                                                                      - 4.57  - 1965    - 1 episode(s)       - 9 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/7029
Tondera House no Daibouken                                                                           - 6.45  - 1982    - 52 episode(s)      - 24 min. per ep.       - Adventure, Historical, Sci-Fi                                                                                                 - https://myanimelist.net/anime/3075
Tongari Boushi no Memole                                                                             - 7.04  - 1984    - 50 episode(s)      - 30 min. per ep.       - Fantasy, Magic, Shoujo                                                                                                        - https://myanimelist.net/anime/3754
Tonpei to Sarukichi                                                                                  - 5.72  - 1932    - 1 episode(s)       - 8 min.                - Military                                                                                                                      - https://myanimelist.net/anime/35386
Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection                            - 6.94  - 2009    - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                        - https://myanimelist.net/anime/7178
Top wo Nerae 2! Diebuster                                                                            - 7.76  - 2004    - 6 episode(s)       - 30 min. per ep.       - Action, Sci-Fi, Space, Comedy, Drama, Mecha                                                                                   - https://myanimelist.net/anime/1002
Top wo Nerae 2! Kagaku Kouza                                                                         - 5.40  - 2012    - 3 episode(s)       - 3 min. per ep.        - Sci-Fi                                                                                                                        - https://myanimelist.net/anime/20547
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!                                                       - 7.52  - 2006    - 2 episode(s)       - 47 min. per ep.       - Comedy, Mecha, Shounen                                                                                                        - https://myanimelist.net/anime/1911
Top wo Nerae! Gunbuster Specials                                                                     - 5.80  - 2000    - 3 episode(s)       - 2 min. per ep.        - Mecha, Space                                                                                                                  - https://myanimelist.net/anime/7248
Top wo Nerae! Gunbuster                                                                              - 7.94  - 1988    - 6 episode(s)       - 30 min. per ep.       - Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space                                                                - https://myanimelist.net/anime/949
Top wo Nerae! Kagaku Kouza                                                                           - 6.19  - 1988    - 6 episode(s)       - 2 min. per ep.        - Comedy, Sci-Fi                                                                                                                - https://myanimelist.net/anime/5462
Tora-chan no Kankan Mushi                                                                            - 5.24  - 1950    - 1 episode(s)       - 10 min.               - Drama                                                                                                                         - https://myanimelist.net/anime/10743
Tora-chan to Hanayome                                                                                - 5.63  - 1948    - 1 episode(s)       - 17 min.               - Drama                                                                                                                         - https://myanimelist.net/anime/12603
Tori vs. Buta: Buttobi Pizza Battle                                                                  - 4.52  - 2017    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/35958
Toruru's Adventure                                                                                   - 3.00  - 2014    - 1 episode(s)       - 32 min.               - Adventure, Fantasy, Sci-Fi                                                                                                    - https://myanimelist.net/anime/34258
Toshi Densetsu Monogatari Hikiko                                                                     - 6.03  - 2008    - 1 episode(s)       - 40 min.               - Horror                                                                                                                        - https://myanimelist.net/anime/6809
Toshi Souzou Gakubu Shoukai                                                                          - 5.44  - 2015    - 2 episode(s)       - 2 min. per ep.        - Slice of Life                                                                                                                 - https://myanimelist.net/anime/32144
Toumei Ningen (OVA)                                                                                  - 6.70  - 2006    - 2 episode(s)       - 27 min. per ep.       - Hentai                                                                                                                        - https://myanimelist.net/anime/3888
Toumei Ningen R                                                                                      - 6.49  - 2010    - 2 episode(s)       - 27 min. per ep.       - Hentai                                                                                                                        - https://myanimelist.net/anime/8289
Toumei Ningen                                                                                        - 4.35  - 1969    - 1 episode(s)       - 5 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/29667
Toushi Gordian                                                                                       - 6.55  - 1979    - 73 episode(s)      - 25 min. per ep.       - Action, Mecha, Sci-Fi                                                                                                         - https://myanimelist.net/anime/5022
Towa no Quon 1: Utakata no Kaben                                                                     - 7.49  - 2011    - 1 episode(s)       - 48 min.               - Action, Super Power, Supernatural                                                                                             - https://myanimelist.net/anime/10294
Towa no Quon 2: Konton no Ranbu                                                                      - 7.49  - 2011    - 1 episode(s)       - 48 min.               - Action, Mystery, Super Power, Supernatural                                                                                    - https://myanimelist.net/anime/10713
Towa no Quon 3: Mugen no Renza                                                                       - 7.60  - 2011    - 1 episode(s)       - 48 min.               - Action, Super Power, Psychological, Supernatural                                                                              - https://myanimelist.net/anime/10714
Towa no Quon 4: Guren no Shoushin                                                                    - 7.71  - 2011    - 1 episode(s)       - 48 min.               - Action, Super Power, Supernatural                                                                                             - https://myanimelist.net/anime/10715
Towa no Quon 5: Souzetsu no Raifuku                                                                  - 7.67  - 2011    - 1 episode(s)       - 48 min.               - Action, Super Power, Supernatural                                                                                             - https://myanimelist.net/anime/10716
Towa no Quon 6: Towa no Quon                                                                         - 7.75  - 2011    - 1 episode(s)       - 48 min.               - Action, Super Power, Supernatural                                                                                             - https://myanimelist.net/anime/10717
Toward Morning                                                                                       - 5.26  - 2015    - 1 episode(s)       - 4 min.                - Music                                                                                                                         - https://myanimelist.net/anime/34858
Towel Story                                                                                          - 5.89  - 2011    - 4 episode(s)       - 2 min. per ep.        - Slice of Life                                                                                                                 - https://myanimelist.net/anime/33941
Town Workers                                                                                         - 5.79  - 2014    - 3 episode(s)       - 6 min. per ep.        - Slice of Life                                                                                                                 - https://myanimelist.net/anime/34757
Toyama Kankou Anime Project                                                                          - 5.50  - 2009    - 6 episode(s)       - 5 min. per ep.        - Slice of Life, Historical                                                                                                     - https://myanimelist.net/anime/10511
Tribe Cool Crew                                                                                      - 7.00  - 2014    - 50 episode(s)      - 20 min. per ep.       - Music, School                                                                                                                 - https://myanimelist.net/anime/26453
Trickster: Edogawa Ranpo "Shounen Tanteidan" yori OVA                                                - 6.21  - 2016    - 2 episode(s)       - 25 min. per ep.       - Mystery                                                                                                                       - https://myanimelist.net/anime/34197
Trickster: Edogawa Ranpo "Shounen Tanteidan" yori                                                    - 6.29  - 2016    - 24 episode(s)      - 23 min. per ep.       - Sci-Fi, Mystery, Psychological, Drama                                                                                         - https://myanimelist.net/anime/33377
Trigger-chan                                                                                         - 6.35  - 2016    - 1 episode(s)       - 31 sec.               - Action                                                                                                                        - https://myanimelist.net/anime/33934
Trojan wo Jibun no Te de                                                                             - 5.33  - Unknown - 1 episode(s)       - 12 min.               - Historical, Kids                                                                                                              - https://myanimelist.net/anime/35058
True Tears Epilogue                                                                                  - 6.72  - 2010    - 1 episode(s)       - 3 min.                - Romance, Music, Drama                                                                                                         - https://myanimelist.net/anime/8230
True Tears Specials                                                                                  - 6.39  - 2008    - 7 episode(s)       - 30 sec. per ep.       - Parody, Comedy, School                                                                                                        - https://myanimelist.net/anime/6234
True Tears: Raigomaru to Jibeta no Monogatari                                                        - 6.25  - 2010    - 1 episode(s)       - 8 min.                - Kids                                                                                                                          - https://myanimelist.net/anime/9002
True Tears                                                                                           - 7.49  - 2008    - 13 episode(s)      - 24 min. per ep.       - Drama, Romance, School                                                                                                        - https://myanimelist.net/anime/2129
Trust                                                                                                - 5.56  - 2017    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36606
Tsubiregg Tsuburegg March                                                                            - 2.57  - 1970    - 1 episode(s)       - 2 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36358
Tsubuyaki-tai Specials                                                                               - 4.75  - 2011    - 2 episode(s)       - 5 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/34164
Tsubuyaki-tai                                                                                        - 4.20  - 2011    - 52 episode(s)      - 5 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/34163
Tsubu★Doll                                                                                           - N/A   - Unknown - 5 episode(s)       - Unknown               - Music                                                                                                                         - https://myanimelist.net/anime/23275
Tsuki ga Kirei Recap                                                                                 - 6.52  - 2017    - 1 episode(s)       - 24 min.               - Romance, School                                                                                                               - https://myanimelist.net/anime/35602
Tsuki ga Kirei Special                                                                               - 7.32  - 2017    - 1 episode(s)       - 15 min.               - Comedy, Romance, School                                                                                                       - https://myanimelist.net/anime/36539
Tsuki ga Kirei                                                                                       - 8.35  - 2017    - 12 episode(s)      - 24 min. per ep.       - Romance, School                                                                                                               - https://myanimelist.net/anime/34822
Tsuki no Mine no Ookami                                                                              - 7.60  - 1982    - 1 episode(s)       - 11 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/35056
Tsuki no Miya no Oujo-sama                                                                           - 5.56  - 1934    - 1 episode(s)       - 11 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/15139
Tsumiki no Ie                                                                                        - 8.19  - 2008    - 1 episode(s)       - 12 min.               - Drama                                                                                                                         - https://myanimelist.net/anime/5365
Tsuritama                                                                                            - 7.79  - 2012    - 12 episode(s)      - 23 min. per ep.       - Comedy, Sci-Fi, Slice of Life, Sports                                                                                         - https://myanimelist.net/anime/12883
Tsuru no Ongaeshi                                                                                    - 4.51  - 1965    - 1 episode(s)       - 17 min.               - Kids                                                                                                                          - https://myanimelist.net/anime/29929
Tsuugakuro                                                                                           - 4.50  - 2016    - 1 episode(s)       - 3 min.                - Music                                                                                                                         - https://myanimelist.net/anime/36116
Tsuzuki wo Kangaeru Monogatari                                                                       - 5.47  - 2010    - 4 episode(s)       - 30 sec. per ep.       - Drama                                                                                                                         - https://myanimelist.net/anime/32646
Tteodori Kkachi                                                                                      - 6.60  - 1987    - 1 episode(s)       - 1 hr. 25 min.         - Drama, Sports                                                                                                                 - https://myanimelist.net/anime/35528
Tu Xia Chuanqi                                                                                       - 4.61  - 2011    - 1 episode(s)       - 1 hr. 29 min.         - Action, Adventure, Comedy, Martial Arts                                                                                       - https://myanimelist.net/anime/32889
Tu Xia Zhi Qing Li Chuanshuo                                                                         - 5.95  - 2015    - 1 episode(s)       - 1 hr. 30 min.         - Action, Adventure, Comedy, Martial Arts                                                                                       - https://myanimelist.net/anime/32890
Turn A Gundam                                                                                        - 7.75  - 1999    - 50 episode(s)      - 24 min. per ep.       - Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha                                                             - https://myanimelist.net/anime/95
Turuturutu Narongi                                                                                   - 6.25  - 2004    - 52 episode(s)      - 15 min. per ep.       - Adventure, Kids                                                                                                               - https://myanimelist.net/anime/19311
Twilight Q                                                                                           - 6.46  - 1987    - 2 episode(s)       - 30 min. per ep.       - Mystery, Psychological, Sci-Fi                                                                                                - https://myanimelist.net/anime/1981
Twinkle Heart: Gingakei made Todokanai                                                               - 5.43  - 1986    - 1 episode(s)       - 44 min.               - Adventure, Comedy, Space                                                                                                      - https://myanimelist.net/anime/10355
Two Car                                                                                              - 5.71  - 2017    - 12 episode(s)      - 23 min. per ep.       - Sports                                                                                                                        - https://myanimelist.net/anime/36009
Two Tea Two                                                                                          - 3.62  - 2010    - 1 episode(s)       - 3 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/34422
Two on the Road: Itsumo Futari de                                                                    - 4.50  - 1992    - 2 episode(s)       - 34 min. per ep.       - Music, Romance                                                                                                                - https://myanimelist.net/anime/35368
UFO Gakuen no Himitsu                                                                                - 5.11  - 2015    - 1 episode(s)       - 2 hr. 5 min.          - Sci-Fi, Space                                                                                                                 - https://myanimelist.net/anime/30850
UFO Senshi Dai Apolon 2                                                                              - 6.30  - 1976    - 21 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Mecha                                                                                                         - https://myanimelist.net/anime/10815
UFO Senshi Dai Apolon                                                                                - 6.29  - 1976    - 26 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Mecha                                                                                                         - https://myanimelist.net/anime/3361
UN-GO: Inga Nikki                                                                                    - 6.26  - 2011    - 10 episode(s)      - 22 sec. per ep.       - Parody                                                                                                                        - https://myanimelist.net/anime/12411
Uba                                                                                                  - 6.03  - 2004    - 2 episode(s)       - 29 min. per ep.       - Hentai                                                                                                                        - https://myanimelist.net/anime/827
Ubasuteyama                                                                                          - 5.87  - 1925    - 1 episode(s)       - 18 min.               - Drama                                                                                                                         - https://myanimelist.net/anime/27573
Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!                                                  - 5.25  - 1993    - 1 episode(s)       - 30 min.               - Kids, Sci-Fi                                                                                                                  - https://myanimelist.net/anime/35041
Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi                                                      - 4.43  - 1994    - 1 episode(s)       - 30 min.               - Kids, Sci-Fi                                                                                                                  - https://myanimelist.net/anime/35042
Uchuu Densetsu Ulysses 31                                                                            - 7.15  - 1981    - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Sci-Fi, Space                                                                                              - https://myanimelist.net/anime/2331
Uchuu Majin Daikengou                                                                                - 6.43  - 1978    - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Mecha, Sci-Fi, Shounen, Space                                                                              - https://myanimelist.net/anime/10224
Uchuu Neko: Mardock no Bouken                                                                        - 4.74  - 2016    - 4 episode(s)       - 2 min. per ep.        - Adventure, Space, Comedy                                                                                                      - https://myanimelist.net/anime/33086
Uchuu Patrol Luluco                                                                                  - 7.71  - 2016    - 13 episode(s)      - 7 min. per ep.        - Action, Adventure, Comedy, Space                                                                                              - https://myanimelist.net/anime/32681
Uchuu Senkan Yamato (Movie)                                                                          - 6.92  - 1977    - 1 episode(s)       - 2 hr. 20 min.         - Military, Sci-Fi, Space, Drama                                                                                                - https://myanimelist.net/anime/711
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune                                                       - 7.91  - 2014    - 1 episode(s)       - 1 hr. 51 min.         - Action, Military, Sci-Fi, Space, Drama                                                                                        - https://myanimelist.net/anime/23249
Uchuu Senkan Yamato 2199: Tsuioku no Koukai                                                          - 6.82  - 2014    - 1 episode(s)       - 2 hr. 10 min.         - Action, Military, Sci-Fi, Space, Drama                                                                                        - https://myanimelist.net/anime/23931
Uchuu Senkan Yamato 2199                                                                             - 8.47  - 2012    - 26 episode(s)      - 25 min. per ep.       - Action, Military, Sci-Fi, Space, Drama                                                                                        - https://myanimelist.net/anime/12029
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi                                                         - 8.10  - 2017    - Unknown episode(s) - 25 min.               - Action, Military, Sci-Fi, Space, Drama                                                                                        - https://myanimelist.net/anime/33064
Uchuu Senkan Yamato 2                                                                                - 7.58  - 1978    - 26 episode(s)      - 24 min. per ep.       - Action, Military, Sci-Fi, Adventure, Space, Drama                                                                             - https://myanimelist.net/anime/1651
Uchuu Senkan Yamato III                                                                              - 7.24  - 1980    - 25 episode(s)      - 23 min. per ep.       - Action, Military, Sci-Fi, Adventure, Space, Drama                                                                             - https://myanimelist.net/anime/1652
Uchuu Senkan Yamato Pilot Film                                                                       - 6.05  - 1990    - 1 episode(s)       - 9 min.                - Military, Sci-Fi, Space                                                                                                       - https://myanimelist.net/anime/37082
Uchuu Senkan Yamato: Fukkatsu-hen                                                                    - 7.15  - 2009    - 1 episode(s)       - 2 hr. 15 min.         - Action, Military, Adventure, Space, Drama                                                                                     - https://myanimelist.net/anime/7144
Uchuu Senkan Yamato: Kanketsu-hen                                                                    - 7.03  - 1983    - 1 episode(s)       - 2 hr. 43 min.         - Action, Military, Sci-Fi, Adventure, Space, Drama                                                                             - https://myanimelist.net/anime/3072
Uchuu Senkan Yamato                                                                                  - 7.69  - 1974    - 26 episode(s)      - 25 min. per ep.       - Action, Military, Sci-Fi, Adventure, Space, Drama                                                                             - https://myanimelist.net/anime/1650
Uchuu Show e Youkoso                                                                                 - 7.46  - 2010    - 1 episode(s)       - 2 hr. 16 min.         - Adventure, Space, Fantasy                                                                                                     - https://myanimelist.net/anime/8115
Uchuu no Kishi Tekkaman Blade                                                                        - 7.55  - 1992    - 49 episode(s)      - 25 min. per ep.       - Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen                                                    - https://myanimelist.net/anime/1459
Uchuu no Kishi Tekkaman                                                                              - 6.39  - 1975    - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Mecha, Sci-Fi, Shounen, Space                                                                              - https://myanimelist.net/anime/1458
Uchuu no Stellvia                                                                                    - 7.46  - 2003    - 26 episode(s)      - 23 min. per ep.       - Action, Romance, Sci-Fi, Space                                                                                                - https://myanimelist.net/anime/113
Uchuu no Uta                                                                                         - 3.83  - 1986    - 1 episode(s)       - 2 min.                - Music, Space                                                                                                                  - https://myanimelist.net/anime/36293
Uchuusen Sagittarius Pilot                                                                           - 5.83  - 1982    - 1 episode(s)       - 5 min.                - Adventure, Sci-Fi                                                                                                             - https://myanimelist.net/anime/26447
Ugokie Kori no Tatehiki                                                                              - 5.64  - 1933    - 1 episode(s)       - 11 min.               - Comedy, Supernatural                                                                                                          - https://myanimelist.net/anime/3929
Ukare Violin                                                                                         - 6.57  - 1955    - 1 episode(s)       - 16 min.               - Fantasy, Kids                                                                                                                 - https://myanimelist.net/anime/23641
Ultra Dino Makera                                                                                    - 5.09  - 2008    - 1 episode(s)       - 3 min.                - Action, Kids                                                                                                                  - https://myanimelist.net/anime/25981
Umacha                                                                                               - 5.02  - 2001    - 2 episode(s)       - 15 sec. per ep.       - Slice of Life                                                                                                                 - https://myanimelist.net/anime/9777
Umbrella Fighter!                                                                                    - 3.92  - 2005    - 4 episode(s)       - 3 min. per ep.        - Slice of Life                                                                                                                 - https://myanimelist.net/anime/34692
Umeboshi Denka                                                                                       - 6.53  - 1969    - 26 episode(s)      - 25 min. per ep.       - Comedy, Slice of Life                                                                                                         - https://myanimelist.net/anime/12835
Umi no Mizu wa Naze Karai                                                                            - 5.72  - 1935    - 1 episode(s)       - 10 min.               - Historical                                                                                                                    - https://myanimelist.net/anime/6835
Umi no Momotarou                                                                                     - 4.72  - 1932    - 1 episode(s)       - 2 min.                - Samurai                                                                                                                       - https://myanimelist.net/anime/5661
Under the Dog: Anthea-chan                                                                           - 4.56  - 2015    - 1 episode(s)       - 3 min.                - Action, Comedy, Parody                                                                                                        - https://myanimelist.net/anime/32467
Under the Dog                                                                                        - 6.40  - 2016    - 1 episode(s)       - 38 min.               - Action, Sci-Fi, Thriller                                                                                                      - https://myanimelist.net/anime/27387
Undouki Kenshin Manual Taiou Taisou                                                                  - 3.25  - 2015    - 1 episode(s)       - 3 min.                - Kids                                                                                                                          - https://myanimelist.net/anime/32388
Unicorn no Kyupi                                                                                     - 4.50  - 2017    - Unknown episode(s) - 5 min.                - Fantasy, Kids                                                                                                                 - https://myanimelist.net/anime/34990
Union Union                                                                                          - 4.07  - 2013    - 1 episode(s)       - 51 sec.               - Kids                                                                                                                          - https://myanimelist.net/anime/34426
Unkai no Meikyuu Zeguy                                                                               - 5.75  - 1993    - 2 episode(s)       - 36 min. per ep.       - Action, Adventure, Fantasy                                                                                                    - https://myanimelist.net/anime/1176
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha                                             - 4.81  - 2010    - 13 episode(s)      - 3 min. per ep.        - Comedy, Magic                                                                                                                 - https://myanimelist.net/anime/33085
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei                                                       - 4.60  - 2009    - 13 episode(s)      - 2 min. per ep.        - Comedy, Magic                                                                                                                 - https://myanimelist.net/anime/6658
Uobbuchou                                                                                            - 3.40  - 2012    - 1 episode(s)       - 8 min.                - Comedy                                                                                                                        - https://myanimelist.net/anime/34124
Ura Tegamibachi                                                                                      - 7.05  - 2010    - 25 episode(s)      - 3 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/9673
Urameshi Denwa                                                                                       - 5.21  - 1975    - 1 episode(s)       - 2 min.                - Comedy, Kids                                                                                                                  - https://myanimelist.net/anime/29800
Urawa no Usagi-chan Special                                                                          - 5.29  - 2015    - 1 episode(s)       - 3 min.                - Comedy, School, Slice of Life                                                                                                 - https://myanimelist.net/anime/31426
Urawa no Usagi-chan                                                                                  - 5.43  - 2015    - 12 episode(s)      - 3 min. per ep.        - Slice of Life, Comedy, School                                                                                                 - https://myanimelist.net/anime/27927
Urban Square: Kouhaku no Tsuigeki                                                                    - 6.17  - 1986    - 1 episode(s)       - 56 min.               - Action, Mystery, Seinen                                                                                                       - https://myanimelist.net/anime/2690
Uriko-hime to Amanojaku                                                                              - 4.36  - 1956    - 1 episode(s)       - 17 min.               - Demons                                                                                                                        - https://myanimelist.net/anime/29917
Urikupen Kyuujo-tai                                                                                  - 5.79  - 1974    - 156 episode(s)     - 5 min. per ep.        - Adventure, Comedy, Kids                                                                                                       - https://myanimelist.net/anime/4598
Usaband                                                                                              - 5.21  - 2009    - 1 episode(s)       - 1 min.                - Music                                                                                                                         - https://myanimelist.net/anime/32639
Usagi ga Kowai                                                                                       - 4.72  - 2002    - 1 episode(s)       - 12 min.               - Game, Dementia, Horror                                                                                                        - https://myanimelist.net/anime/23063
Usagi no Mofy                                                                                        - 5.74  - 2012    - 13 episode(s)      - 2 min. per ep.        - Kids                                                                                                                          - https://myanimelist.net/anime/21713
Usalullaby                                                                                           - 4.96  - 2013    - 1 episode(s)       - 5 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/30863
Usatalk                                                                                              - 4.72  - 2010    - 1 episode(s)       - 1 min.                - Dementia                                                                                                                      - https://myanimelist.net/anime/36280
Usavich II                                                                                           - 7.23  - 2007    - 13 episode(s)      - 1 min. per ep.        - Adventure, Comedy                                                                                                             - https://myanimelist.net/anime/3738
Usavich III                                                                                          - 7.22  - 2008    - 13 episode(s)      - 1 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/5397
Usavich IV                                                                                           - 6.85  - 2011    - 13 episode(s)      - 1 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/10513
Usavich V                                                                                            - 6.52  - 2012    - 13 episode(s)      - 1 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/16347
Usavich Zero                                                                                         - 6.33  - 2015    - 13 episode(s)      - 1 min. per ep.        - Comedy                                                                                                                        - https://myanimelist.net/anime/30751
Usavich                                                                                              - 7.09  - 2006    - 13 episode(s)      - 1 min. per ep.        - Adventure, Comedy                                                                                                             - https://myanimelist.net/anime/3737
Usawaltz                                                                                             - 5.20  - 2011    - 1 episode(s)       - 2 min.                - Music, Dementia                                                                                                               - https://myanimelist.net/anime/32637
Uta Kata Special                                                                                     - 7.06  - 2005    - 1 episode(s)       - 24 min.               - Drama, Magic                                                                                                                  - https://myanimelist.net/anime/689
